username,rating,sentiment,date,review,clean_review
Van Chromz,1,Negative,2026-04-13 08:39:45,"GRAB SEPERTINYA TIDAK PERNAH TRAINING MITRA TERKAIT ETIKA, HABIS DAFTAR LANGSUNG DISURUH JALAN MESIN DUIT. YANG DRIVER CURHAT LAH, TIDAK RESPON SAAT DIHUBUNGI, TIDAK MAU CANCEL WALAUPUN SDH DI KIRIM PESAN ATAU COBA DITELPON KARENA TIDAK GERAK/DATANG, SELALU NGOBROL PADAHAL PENUMPANG TIDAK MOOD. MAKIN KESINI KALIAN MAKIN PARAH, KALIAN LEBIH COCOKNYA JADI PERUSAHAAN ANGKOT ONLINE.",sepertinya tidak pernah training mitra terkait etika habis daftar langsung disuruh jalan mesin duit yang driver curhat lah tidak respon saat dihubungi tidak mau cancel walaupun sdh kirim pesan atau coba ditelpon karena tidak gerakdatang selalu ngobrol padahal penumpang tidak mood makin kesini kalian makin parah kalian lebih cocoknya jadi perusahaan angkot online
Christian Galenzoga,5,Positive,2026-04-13 08:05:33,fast and secured,fast secured
jonalyn refran,5,Positive,2026-04-13 07:52:32,useful,useful
Shahrizal Aris Shahul Hamid,3,Neutral,2026-04-13 07:43:22,"going to hospital, emergency.. and the app gives my booking to a driver who is 15minutes away instead of the usual 5-7 minutes away which i usually book for my appointments.. please make it so that any rides to hospital emergency gets the closest driver.. thankyou..",going hospital emergency give booking driver minute away instead usual minute away usually book appointment make ride hospital emergency get closest driver thankyou
J,3,Neutral,2026-04-13 07:37:39,too much ads for a paid service,much ad paid service
M. Arfan,3,Neutral,2026-04-13 07:25:27,"opsi goride selalu kurang jelas, setiap kali saya sedang buru-buru ada driver yang dekat malah dicarikan driver yang jauh, sehingga menghabiskan waktu hanya untuk menunggu",opsi goride selalu kurang jelas setiap kali saya sedang buruburu ada driver yang dekat malah dicarikan driver yang jauh sehingga menghabiskan waktu hanya untuk menunggu
Edie's Weeks,5,Positive,2026-04-13 06:10:39,works very similar to Uber!,work similar uber
the13th,3,Neutral,2026-04-13 05:19:21,"Really useful app but, the driver had so many variations I swear I must pray every time I ordering so I can get a good driver (attitude and comfort). The price is so fluctuate I can get 2x the original fare only because rain. So yeah the app itself good the driver is so random the price is quite cheap but in certain condition is so high",really useful driver many variation swear must pray every time ordering good driver attitude comfort price fluctuate original fare rain yeah good driver random price quite cheap certain condition high
Htoo Myat Thar,5,Positive,2026-04-13 01:39:54,ok,
Lolie Saldivar,5,Positive,2026-04-13 00:55:40,wow so good,wow good
YH C,1,Negative,2026-04-12 23:47:23,Used to be good. Got worse by the day. Chatbot/information not helpful. No live agents anymore. Flagged accounts with no prior warning/information - user to find out on their own. Multiple agents dealing with same issues as if NO one is actually COMPREHENDING anything even with repetitive info/reminders. Use another app if not for the need of rides. Perhaps time to explore other transportation apps.,used good got worse day chatbotinformation helpful live agent anymore flagged account prior warninginformation user find multiple agent dealing issue actually comprehending anything even repetitive inforeminders another need ride perhaps time explore transportation apps
Hein Htet Aung,1,Negative,2026-04-12 23:46:07,"In addition to the bad relationship, they are charging more car number VPS 6828",addition bad relationship charging car number vps
Komal Deep,5,Positive,2026-04-12 23:09:28,Good gjkh,good gjkh
little zaza,5,Positive,2026-04-12 22:38:39,"Grab is very convenient for transport and food delivery. Booking rides is easy and quick. I like the cashless payment option, it’s a lifesaver.",convenient transport food delivery booking ride easy quick like cashless payment option lifesaver
Marmoneco Pantin,1,Negative,2026-04-12 22:26:49,nakakasad lang d pala safe sumakay sa taxi nyo please guys wag kayo sumakay sa mga taxi nila nakakatakot mabastos,nakakasad lang pala safe sumakay taxi nyo guy wag kayo sumakay mga taxi nila nakakatakot mabastos
wchamps,5,Positive,2026-04-12 22:17:30,"waiting for my food for 1 hours and the status is not changed bcause no driver picked up. this app one of my stpd in the list. where is the guarantee? where is the compen? stpd sht, change your algoritm bro",waiting food hour status changed bcause driver picked stpd list guarantee compen stpd sht change algoritm bro
Gyan Dhungana,5,Positive,2026-04-12 21:39:50,good,good
Iswadih,2,Negative,2026-04-12 21:35:33,Very usefull app,usefull
Himel Shardar,5,Positive,2026-04-12 21:35:19,very great,great
Shinta Pradita,1,Negative,2026-04-12 21:31:18,"Makin parah, sekarang susah banget dapat driver, apalagi grabfood.",makin parah sekarang susah banget dapat driver apalagi grabfood
Alias Jalal,5,Positive,2026-04-12 21:29:38,Good,good
GINA GENAVIA,5,Positive,2026-04-12 21:17:50,fast delivery,fast delivery
kisaaabrn,3,Neutral,2026-04-12 21:14:55,"kocak, iya ngasi promo tp driver jd pada gamau ngambil, apa apaan gua nunggu hampir 2 jam 3 jam, mana lagi laper bgt, klo emg bkal susah dpet driver, ga usah promo²an, mana ga bisa di cancel",kocak iya ngasi promo driver pada gamau ngambil apa apaan gua nunggu hampir jam jam mana lagi laper bgt klo emg bkal susah dpet driver usah promoan mana bisa cancel
Ralph Lawrence R. Cuneta,1,Negative,2026-04-12 21:12:54,5 stars mey refund. minus 4 sa rage bait. 😡,star mey refund minus rage bait
Bội Lê,5,Positive,2026-04-12 21:05:13,"Grab nên đưa những trạm ngừng xe buýt ở tpHCM vô bản đồ để khách hàng tiện đặt xe. Sắp tới lượng hành khách đi buýt sẽ tăng dần, và nhiều người sẽ dùng Grab để nối tiếp chuyến buýt.",nhng trm ngng tphcm khch hng tin lng hnh khch tng nhiu ngi dng tip chuyn
Hanorru wii,3,Neutral,2026-04-12 20:39:56,I waited for my driver fo 5 hours,waited driver hour
WILLIAM,1,Negative,2026-04-12 20:27:22,where is customer chat support for grab in indonesia? app keep pushing articles and not chat support. food order doesnt have driver to pickup and yet order cant be cancelled and order is in limbo for more than 2hours and still counting without way to resolve it,customer chat support indonesia keep pushing article chat support food order doesnt driver pickup yet order cant cancelled order limbo hour still counting without way resolve
Dyan Rani Anggraini,5,Positive,2026-04-12 20:26:13,sangat praktis dan ekonomis,sangat praktis dan ekonomis
Jeff Lai,5,Positive,2026-04-12 20:22:46,good apps,good apps
haruto tsalats,1,Negative,2026-04-12 20:06:47,"Barusan order Grab Food dari jam 5an, terus disuruh tunggu sampe skrg jam 7an, akhirnya cancel. Awalnya 6.40, mundur jadi 6.50, mundur lagi 7.10. Iya duit balik lagi, tapi lu tau ga nahan laper dan ngarep makanan dateng setelah 90 menit lebih itu ga enak? Yang jelas lah punya mitra driver atau merchant makanannya. 90 menit lebih, nunggu, cancel. Laper gue gimana? waktu 90 menit gue nunggu hasilnya apa? Kalo akhirnya cancel, kira kira sama waktu yg dikasih dong. Ga perlu sampe 90 menit lebih.",barusan order food dari jam terus disuruh tunggu sampe skrg jam akhirnya cancel awalnya mundur jadi mundur lagi iya duit balik lagi tapi tau nahan laper dan ngarep makanan dateng setelah menit lebih itu enak yang jelas lah punya mitra driver atau merchant makanannya menit lebih nunggu cancel laper gue gimana waktu menit gue nunggu hasilnya apa kalo akhirnya cancel kira kira sama waktu dikasih dong perlu sampe menit lebih
Romel Tonog,5,Positive,2026-04-12 20:05:41,Excellent apps,excellent apps
Mana E,1,Negative,2026-04-12 19:56:14,"When items are missing or orders delivered wrong, when riders cheat us out of our money, it takes extremely long for the case to be handled. The app also replaced live agents with ai, making the situation worse.",item missing order delivered wrong rider cheat money take extremely long case handled replaced live agent making situation worse
Mdmazumder Salauddin,1,Negative,2026-04-12 19:33:56,good,good
Hawa Nur Faiza,1,Negative,2026-04-12 19:26:02,"Ordered a grab to shah alam and the map took me and the driver to One Utama, and hour away from the location i wanted to go to. Had to pay for another ride. Chatbox is practically useless if you wanted to report things other than the given prompts. No follow up when sending a report. Terrible.",ordered shah alam map took driver utama hour away location wanted pay another ride chatbox practically useless wanted report thing given prompt follow sending report terrible
Malik Henry,5,Positive,2026-04-12 19:19:49,great advice on the cash only,great advice cash
Noie Seguiza,5,Positive,2026-04-12 18:18:32,very nice and handy appreciated app.,nice handy appreciated
Timothy Cabrera,5,Positive,2026-04-12 18:05:30,best option,best option
pongsa ol,5,Positive,2026-04-12 18:04:57,great,great
Ardee Conde,5,Positive,2026-04-12 17:49:12,great!,great
Chi,5,Positive,2026-04-12 17:37:36,recently while using the app i find that the drivers have no clue where i am. they stop several meters away looking around. not sure if it is the gps broken or they just want people to walk a long distance to find them. happens for both cars and bikes. So far so good. Works well and prices are real. Just pay what it states. It does not change prices from the quoting screen like other apps. Drivers were within 5 mins each of my 2 trips. Can't fault this service,recently using find driver clue stop several meter away looking around sure gps broken want people walk long distance find happens car bike far good work well price real pay state change price quoting screen like apps driver within min trip cant fault service
Thanathip Chummongkhon,1,Negative,2026-04-12 17:22:38,ไม่สามารถแก้ไขที่อยู่ได้ แก้ไปก็ไม่ยอมรับ ส่งผิดบ้านตลอด ไปใช้ไลน์แมนดีกว่า เลิกใช้แอปน่าโง่เท่านี้,
Lia Melinda,1,Negative,2026-04-12 17:00:21,lama grabpick upnya gak lagi pake grab,lama grabpick upnya gak lagi pake
Marcel Badenhorst,1,Negative,2026-04-12 16:22:50,"Pathetic service in delivery of food. Drivers are incompetent and most of the undesirable events committed by drivers or delivery service gets somehow blamed on the customer. Ordered food, wrong food was selected and could not cancel it. Driver picks up multiple orders at the same time. That caused the food to get cold and they expect us to pay for it. The druvers harass customers and if you sort out their miscreant employees, they will threaten to block your account or play victim.",pathetic service delivery food driver incompetent undesirable event committed driver delivery service get somehow blamed customer ordered food wrong food selected cancel driver pick multiple order time caused food cold expect pay druvers harass customer sort miscreant employee threaten block account play victim
Elizabeth Si,5,Positive,2026-04-12 15:49:22,excellent,excellent
Ennie Suratmi,1,Negative,2026-04-12 15:49:05,TERBURUK!Dear Konsumen Grab mohon maaf kami driver sudah sangat Penat dan Terhimpit. TARIF MURAH YANG KALIAN DAPATKAN adalah KERUGIAN kami para driver. sewa mobil 200rb/ hari belum bensin dengan jam kerja 10-12jam jarak bisa 100km & bensin 100rb potongan aplikasi kalo HEMAT 20% kalo Normat kadang sampai 35% Fair atau JAHAT sih??? dari titik awal ke jemput TIDAK dihitung dari tujuan kembali ke titik keramaian TIDAK dihitung. grab tobat yaa - kalian juga karyawan kok masa ga bisa merasakan Zolim?,terburukdear konsumen mohon maaf kami driver sudah sangat penat dan terhimpit tarif murah yang kalian dapatkan adalah kerugian kami para driver sewa mobil hari belum bensin dengan jam kerja jam jarak bisa bensin potongan aplikasi kalo hemat kalo normat kadang sampai fair atau jahat sih dari titik awal jemput tidak dihitung dari tujuan kembali titik keramaian tidak dihitung tobat yaa kalian juga karyawan kok masa bisa merasakan zolim
atikah ghazali,1,Negative,2026-04-12 15:35:59,sgt teruk.. asyik delay² sampai 2 jam delay.. tempat dekat je tp delay mcm kedai tu luar kawasan.. grab sgt teruk la 3x dh kena cmni bad ever,sgt teruk asyik delay sampai jam delay tempat dekat delay mcm kedai luar kawasan sgt teruk kena cmni bad ever
Dolores Villedo,5,Positive,2026-04-12 15:02:48,will order again using tour services. thank u,order using tour service thank
balai Mon,5,Positive,2026-04-12 14:28:03,good,good
Eko Permodo,4,Positive,2026-04-12 14:17:21,harusnya ada notifikasi makanan non halal,harusnya ada notifikasi makanan non halal
Jacques Slabbert,5,Positive,2026-04-12 14:05:32,very clean car and a very cautious driver,clean car cautious driver
Hoàng Thiện Lê,1,Negative,2026-04-12 13:45:05,"Grab hỗ trợ khách hành hời hợi, không thể liên hệ được tổng đài, trong khi hệ thống tự động không thể giải quyết được!",khch hnh khng lin tng trong khi thng khng gii quyt
Mdripan Miah,5,Positive,2026-04-12 13:22:36,Okay,okay
Glxrishi,1,Negative,2026-04-12 13:17:07,Grab doesn't tell their drivers to confirm the delivery order before taking the item and passing it to the buyer. and they will only compensate with vouchers forcing you to pay more money in order to get your refund back. this is the second time I am truly disappointed in how grab instructs their drivers. Tell your drivers to wake don't hire incompetent people.,doesnt tell driver confirm delivery order taking item passing buyer compensate voucher forcing pay money order refund back second time truly disappointed instructs driver tell driver wake dont hire incompetent people
